Nama_Lokasi,Jam_Login,Nama,Email,No_Telp,Tahun_Lahir,Merek_HP,Digital_Interest,Location_Type,Usia,Jam_Login_Rounded
SMA N 47 Jakarta,21:52,Nyana,Nyana@google.com,8419758720,1989-02-17,samsung,music,Goes to School,34.0,22
Coffee Toffee,04:17,Hana,Hana@google.com,8676146032,1964-11-03,oppo,tech,Social,58.0,4
Coffee Toffee,20:38,Shania,Shania@google.com,8748429153,1972-07-24,vivo,tech,Social,50.0,21
Grand Metropolitan Mall,18:50,Dinda,Dinda@google.com,8104684604,2002-05-08,xiaomi,entertainment,Free,21.0,19
Coffee Toffee,10:02,Martani,Martani@google.com,8277907382,1973-02-09,oppo,sport,Social,50.0,10
Tang City Mall,04:01,Darijan,Darijan@google.com,8335950194,1992-04-23,samsung,science,Free,31.0,4
Foresthree Coffee,11:02,Hana,Hana@google.com,8244521722,1983-12-09,apple,tech,Social,39.0,11
Grand Metropolitan Mall,10:21,Utama,Utama@google.com,8979552727,1996-09-07,vivo,music,Free,26.0,10
Foresthree Coffee,16:14,Luthfi,Luthfi@google.com,8431193200,1992-10-06,apple,beauty,Social,30.0,16
Jogja City Mall,07:27,Vega,Vega@google.com,8453100755,2000-05-09,vivo,sport,Free,23.0,7
SMA N 27 Jakarta,00:59,Xanana,Xanana@google.com,8016479428,1990-04-16,samsung,art,Goes to School,33.0,1
Grand Metropolitan Mall,07:52,Asman,Asman@google.com,8807747621,1998-04-21,xiaomi,music,Free,25.0,8
Grand Metropolitan Mall,15:04,Kenzie,Kenzie@google.com,8492226158,1971-08-04,samsung,tech,Free,51.0,15
SMA N 47 Jakarta,23:44,Artawan,Artawan@google.com,8428142438,1991-01-21,vivo,art,Goes to School,32.0,0
Jogja City Mall,07:17,Fitriani,Fitriani@google.com,8210124719,1993-05-27,vivo,beauty,Free,30.0,7
Jogja City Mall,20:45,Maryadi,Maryadi@google.com,8135306335,1994-06-17,vivo,beauty,Free,29.0,21
Stuja Coffee,11:35,Bella,Bella@google.com,8210476690,1986-04-08,oppo,art,Social,37.0,12
Coffee Toffee,15:21,Kalim,Kalim@google.com,8791623871,2004-02-24,xiaomi,sport,Social,19.0,15
Tang City Mall,22:40,Marwata,Marwata@google.com,8828901372,2004-03-03,oppo,sport,Free,19.0,23
Grand Metropolitan Mall,02:36,Maya,Maya@google.com,8790260101,1991-10-16,xiaomi,cooking,Free,31.0,3
Stuja Coffee,16:02,Yuni,Yuni@google.com,8913712180,1965-08-05,vivo,tech,Social,57.0,16
Foresthree Coffee,14:58,Hardi,Hardi@google.com,8919790252,1996-10-11,xiaomi,sport,Social,26.0,15
SMA N 47 Jakarta,03:55,Maman,Maman@google.com,8712065890,1963-04-21,vivo,entertainment,Goes to School,60.0,4
SMA N 47 Jakarta,13:11,Mutia,Mutia@google.com,8972388880,2001-03-21,oppo,art,Goes to School,22.0,13
Jogja City Mall,10:51,Radit,Radit@google.com,8463290377,1994-03-21,apple,games,Free,29.0,11
Coffee Toffee,19:54,Rika,Rika@google.com,8613909797,1971-04-20,samsung,cooking,Social,52.0,20
Jogja City Mall,05:56,Indra,Indra@google.com,8135916075,1962-12-07,oppo,cooking,Free,60.0,6
Coffee Toffee,18:32,Dimas,Dimas@google.com,8595079963,1981-02-03,apple,entertainment,Social,42.0,19
Foresthree Coffee,18:52,Nadine,Nadine@google.com,8516886495,1965-01-29,apple,science,Social,58.0,19
Foresthree Coffee,19:15,Cawisadi,Cawisadi@google.com,8508842057,1983-02-20,samsung,entertainment,Social,40.0,19
Foresthree Coffee,03:46,Surya,Surya@google.com,8843977191,2002-09-06,samsung,art,Social,20.0,4
SMA N 27 Jakarta,23:55,Ihsan,Ihsan@google.com,8563732489,1980-06-13,samsung,tech,Goes to School,43.0,0
SMA N 28 Jakarta,21:54,Jamalia,Jamalia@google.com,8466433595,1975-01-07,xiaomi,games,Goes to School,48.0,22
Grand Metropolitan Mall,13:16,Vanesa,Vanesa@google.com,8638885286,1965-11-01,vivo,cooking,Free,57.0,13
SMA N 28 Jakarta,23:58,Atmaja,Atmaja@google.com,8427171774,1967-04-25,vivo,cooking,Goes to School,56.0,0
Foresthree Coffee,13:28,Humaira,Humaira@google.com,8694576057,1971-02-28,vivo,science,Social,52.0,13
Jogja City Mall,08:54,Ikhsan,Ikhsan@google.com,8426833185,2001-06-06,xiaomi,entertainment,Free,22.0,9
Stuja Coffee,02:06,Kartika,Kartika@google.com,8666309657,1993-08-05,xiaomi,cooking,Social,29.0,2
Jogja City Mall,15:35,Ganda,Ganda@google.com,8526288880,2007-01-30,samsung,cooking,Free,16.0,16
Foresthree Coffee,07:28,Kala,Kala@google.com,8902309021,1996-02-21,apple,tech,Social,27.0,7
Stuja Coffee,20:30,Radika,Radika@google.com,8921317332,2003-05-08,oppo,sport,Social,20.0,20
Grand Metropolitan Mall,00:50,Ade,Ade@google.com,8465236039,1993-07-24,vivo,entertainment,Free,29.0,1
Foresthree Coffee,13:08,Intan,Intan@google.com,8635847689,2000-09-05,xiaomi,tech,Social,22.0,13
SMA N 27 Jakarta,08:08,Lega,Lega@google.com,8544305703,1972-02-18,samsung,sport,Goes to School,51.0,8
Jogja City Mall,12:54,Kambali,Kambali@google.com,8077392983,1978-09-24,apple,art,Free,44.0,13
Tang City Mall,02:59,Surya,Surya@google.com,8179656555,1994-02-12,xiaomi,beauty,Free,29.0,3
SMA N 28 Jakarta,15:15,Garang,Garang@google.com,8359874041,1982-12-24,xiaomi,entertainment,Goes to School,40.0,15
Stuja Coffee,06:26,Mahesa,Mahesa@google.com,8057419092,1966-07-09,vivo,sport,Social,56.0,6
SMA N 27 Jakarta,05:11,Ophelia,Ophelia@google.com,8475124303,1969-11-16,apple,music,Goes to School,53.0,5
Stuja Coffee,08:37,Bakidin,Bakidin@google.com,8739533381,1984-01-24,vivo,art,Social,39.0,9
Grand Metropolitan Mall,02:04,Ajiono,Ajiono@google.com,8590242175,2004-10-17,oppo,science,Free,18.0,2
SMA N 27 Jakarta,05:50,Yono,Yono@google.com,8887293183,1988-03-30,apple,entertainment,Goes to School,35.0,6
Stuja Coffee,18:47,Maryanto,Maryanto@google.com,8060623269,1987-11-06,oppo,music,Social,35.0,19
Foresthree Coffee,08:14,Najam,Najam@google.com,8402636240,1965-05-28,vivo,games,Social,58.0,8
Jogja City Mall,03:56,Jamal,Jamal@google.com,8719985593,1964-04-04,oppo,art,Free,59.0,4
Foresthree Coffee,12:02,Opung,Opung@google.com,8370596197,1999-06-03,apple,tech,Social,24.0,12
Foresthree Coffee,09:52,Prayogo,Prayogo@google.com,8697554636,1975-06-28,oppo,beauty,Social,47.0,10
Foresthree Coffee,05:22,Adiarja,Adiarja@google.com,8174413532,1998-08-01,samsung,sport,Social,24.0,5
SMA N 47 Jakarta,17:46,Fitria,Fitria@google.com,8687856830,1982-11-16,samsung,music,Goes to School,40.0,18
SMA N 27 Jakarta,21:00,Mursinin,Mursinin@google.com,8500696922,1981-11-02,vivo,entertainment,Goes to School,41.0,21
Tang City Mall,01:44,Kasusra,Kasusra@google.com,8070576005,1964-11-22,apple,sport,Free,58.0,2
SMA N 28 Jakarta,20:36,Samsul,Samsul@google.com,8279266022,1992-02-19,oppo,cooking,Goes to School,31.0,21
Jogja City Mall,09:11,Cagak,Cagak@google.com,8914954821,1981-04-27,oppo,tech,Free,42.0,9
SMA N 47 Jakarta,07:36,Shania,Shania@google.com,8535577346,1974-09-25,xiaomi,tech,Goes to School,48.0,8
Stuja Coffee,18:03,Farhunnisa,Farhunnisa@google.com,8216542744,1981-11-16,samsung,entertainment,Social,41.0,18
Tang City Mall,15:26,Cagak,Cagak@google.com,8877265961,2003-08-10,xiaomi,cooking,Free,19.0,15
SMA N 47 Jakarta,21:54,Warta,Warta@google.com,8890088232,1983-10-20,xiaomi,science,Goes to School,39.0,22
Foresthree Coffee,12:38,Warji,Warji@google.com,8445131260,1986-09-16,xiaomi,music,Social,36.0,13
SMA N 27 Jakarta,15:16,Luhung,Luhung@google.com,8314252040,2001-02-01,apple,science,Goes to School,22.0,15
SMA N 28 Jakarta,12:49,Eka,Eka@google.com,8672098072,1999-03-04,samsung,music,Goes to School,24.0,13
SMA N 27 Jakarta,02:03,Warji,Warji@google.com,8391778607,1968-11-04,apple,beauty,Goes to School,54.0,2
Coffee Toffee,21:21,Ganjaran,Ganjaran@google.com,8908146789,1978-03-12,vivo,art,Social,45.0,21
Grand Metropolitan Mall,07:09,Janet,Janet@google.com,8935641549,1973-03-02,vivo,beauty,Free,50.0,7
Tang City Mall,17:55,Siska,Siska@google.com,8886088500,1965-03-22,vivo,beauty,Free,58.0,18
SMA N 27 Jakarta,10:42,Nasim,Nasim@google.com,8135689132,1976-02-08,vivo,tech,Goes to School,47.0,11
SMA N 27 Jakarta,15:47,Teddy,Teddy@google.com,8322714750,2007-09-15,xiaomi,beauty,Goes to School,15.0,16
SMA N 27 Jakarta,01:01,Harto,Harto@google.com,8945444168,1975-10-25,xiaomi,music,Goes to School,47.0,1
SMA N 27 Jakarta,21:33,Anita,Anita@google.com,8497804827,1994-12-11,oppo,beauty,Goes to School,28.0,22
Grand Metropolitan Mall,05:27,Eka,Eka@google.com,8455750268,1974-03-10,samsung,sport,Free,49.0,5
SMA N 47 Jakarta,04:17,Humaira,Humaira@google.com,8744314221,1998-03-11,samsung,tech,Goes to School,25.0,4
SMA N 47 Jakarta,19:34,Kuncara,Kuncara@google.com,8324782527,1984-03-15,apple,games,Goes to School,39.0,20
SMA N 27 Jakarta,22:12,Utama,Utama@google.com,8141143623,2004-09-13,samsung,cooking,Goes to School,18.0,22
Tang City Mall,15:01,Surya,Surya@google.com,8652280657,1986-06-20,vivo,cooking,Free,36.0,15
SMA N 27 Jakarta,15:14,Dewi,Dewi@google.com,8057807208,1971-05-21,samsung,entertainment,Goes to School,52.0,15
Foresthree Coffee,04:43,Kanda,Kanda@google.com,8238051657,2002-11-25,oppo,sport,Social,20.0,5
SMA N 28 Jakarta,06:55,Raharja,Raharja@google.com,8902149359,1974-08-19,vivo,sport,Goes to School,48.0,7
SMA N 28 Jakarta,07:27,Najwa,Najwa@google.com,8330138269,1970-05-22,samsung,entertainment,Goes to School,53.0,7
Coffee Toffee,13:33,Qori,Qori@google.com,8031201767,1969-01-04,samsung,cooking,Social,54.0,14
Grand Metropolitan Mall,20:49,Melinda,Melinda@google.com,8278815156,1996-09-05,oppo,science,Free,26.0,21
Foresthree Coffee,22:17,Bakidin,Bakidin@google.com,8481293690,1981-07-27,oppo,music,Social,41.0,22
SMA N 47 Jakarta,11:29,Tari,Tari@google.com,8064771304,1986-04-20,oppo,cooking,Goes to School,37.0,11
SMA N 28 Jakarta,20:22,Danang,Danang@google.com,8178714711,1964-08-04,samsung,science,Goes to School,58.0,20
Grand Metropolitan Mall,16:02,Gaman,Gaman@google.com,8977374511,1969-06-17,samsung,cooking,Free,54.0,16
Grand Metropolitan Mall,09:00,Daniswara,Daniswara@google.com,8624630954,1989-06-02,oppo,cooking,Free,34.0,9
Jogja City Mall,05:08,Cengkir,Cengkir@google.com,8389122018,1999-10-31,xiaomi,entertainment,Free,23.0,5
SMA N 47 Jakarta,17:30,Belinda,Belinda@google.com,8832955005,1996-03-22,apple,music,Goes to School,27.0,18
SMA N 28 Jakarta,19:31,Cakrajiya,Cakrajiya@google.com,8117678130,1979-02-10,xiaomi,tech,Goes to School,44.0,20
Coffee Toffee,23:24,Tedi,Tedi@google.com,8233864013,1977-07-10,oppo,sport,Social,45.0,23
Coffee Toffee,06:17,Ratih,Ratih@google.com,8891394954,1978-08-16,apple,science,Social,44.0,6
SMA N 27 Jakarta,23:10,Cakrabuana,Cakrabuana@google.com,8229266275,1962-06-26,apple,sport,Goes to School,60.0,23
Coffee Toffee,15:33,Pia,Pia@google.com,8601316724,1992-09-20,samsung,cooking,Social,30.0,16
SMA N 47 Jakarta,22:46,Winda,Winda@google.com,8229825619,1977-05-10,vivo,sport,Goes to School,46.0,23
Tang City Mall,03:21,Prayitna,Prayitna@google.com,8844873128,2007-09-03,apple,games,Free,15.0,3
Tang City Mall,02:35,Bala,Bala@google.com,8321916860,1962-09-07,vivo,beauty,Free,60.0,3
Stuja Coffee,16:36,Ilyas,Ilyas@google.com,8527680554,1974-05-28,samsung,beauty,Social,49.0,17
Foresthree Coffee,00:00,Febi,Febi@google.com,8000964699,1986-12-12,samsung,cooking,Social,36.0,0
Grand Metropolitan Mall,11:22,Respati,Respati@google.com,8533375203,1965-06-24,vivo,games,Free,58.0,11
Tang City Mall,13:48,Dadap,Dadap@google.com,8656730523,1994-12-20,oppo,science,Free,28.0,14
SMA N 27 Jakarta,11:16,Dimas,Dimas@google.com,8255047045,1978-02-19,xiaomi,music,Goes to School,45.0,11
SMA N 47 Jakarta,19:25,Yahya,Yahya@google.com,8959076711,2007-07-20,vivo,sport,Goes to School,15.0,19
Grand Metropolitan Mall,06:24,Baktianto,Baktianto@google.com,8807555923,1991-11-02,xiaomi,cooking,Free,31.0,6
SMA N 28 Jakarta,03:40,Talia,Talia@google.com,8308585638,1977-07-10,oppo,tech,Goes to School,45.0,4
SMA N 28 Jakarta,15:22,Catur,Catur@google.com,8149700816,1985-06-26,vivo,music,Goes to School,37.0,15
SMA N 28 Jakarta,01:55,Dagel,Dagel@google.com,8143839814,1981-04-01,samsung,games,Goes to School,42.0,2
Foresthree Coffee,07:06,Indra,Indra@google.com,8339464324,1991-11-25,oppo,cooking,Social,31.0,7
SMA N 28 Jakarta,06:10,Nasab,Nasab@google.com,8264572335,1974-03-20,xiaomi,entertainment,Goes to School,49.0,6
Jogja City Mall,17:14,Lili,Lili@google.com,8985407747,1962-05-03,apple,cooking,Free,61.0,17
Tang City Mall,08:33,Damu,Damu@google.com,8396870391,1969-02-22,samsung,games,Free,54.0,9
SMA N 28 Jakarta,10:14,Purwa,Purwa@google.com,8211990671,1986-02-12,oppo,entertainment,Goes to School,37.0,10
SMA N 27 Jakarta,17:05,Bagiya,Bagiya@google.com,8399999509,1994-11-01,xiaomi,beauty,Goes to School,28.0,17
Tang City Mall,20:10,Maya,Maya@google.com,8195779491,2003-06-25,vivo,games,Free,19.0,20
Grand Metropolitan Mall,12:41,Hani,Hani@google.com,8447223925,2000-09-11,xiaomi,games,Free,22.0,13
Jogja City Mall,17:47,Lasmono,Lasmono@google.com,8593976296,1968-07-20,vivo,games,Free,54.0,18
Grand Metropolitan Mall,21:22,Sakura,Sakura@google.com,8840006041,1967-10-16,xiaomi,games,Free,55.0,21
SMA N 28 Jakarta,06:11,Farhunnisa,Farhunnisa@google.com,8284434101,1964-09-08,oppo,art,Goes to School,58.0,6
SMA N 28 Jakarta,14:58,Taswir,Taswir@google.com,8085692552,1982-04-19,samsung,science,Goes to School,41.0,15
Stuja Coffee,06:51,Asmuni,Asmuni@google.com,8035282008,1997-01-17,xiaomi,entertainment,Social,26.0,7
Grand Metropolitan Mall,19:00,Cager,Cager@google.com,8477718868,1990-12-29,oppo,entertainment,Free,32.0,19
Tang City Mall,11:00,Luis,Luis@google.com,8248111207,1989-11-03,apple,tech,Free,33.0,11
Foresthree Coffee,12:38,Galang,Galang@google.com,8320212819,1992-11-06,samsung,music,Social,30.0,13
SMA N 27 Jakarta,19:35,Kala,Kala@google.com,8976770334,1981-12-12,vivo,tech,Goes to School,41.0,20
Coffee Toffee,02:03,Adinata,Adinata@google.com,8695105976,2003-03-22,xiaomi,sport,Social,20.0,2
Coffee Toffee,17:42,Dariati,Dariati@google.com,8927200799,2007-09-29,xiaomi,sport,Social,15.0,18
Jogja City Mall,18:23,Narji,Narji@google.com,8751990506,1992-05-27,oppo,cooking,Free,31.0,18
SMA N 28 Jakarta,09:18,Jamil,Jamil@google.com,8281065750,1985-03-09,samsung,tech,Goes to School,38.0,9
Stuja Coffee,20:54,Cawisono,Cawisono@google.com,8303545446,1994-04-26,samsung,tech,Social,29.0,21
Grand Metropolitan Mall,20:03,Gandi,Gandi@google.com,8215480434,2001-05-23,samsung,art,Free,22.0,20
Grand Metropolitan Mall,14:24,Rudi,Rudi@google.com,8018470512,1984-06-25,xiaomi,science,Free,38.0,14
Jogja City Mall,23:33,Nyoman,Nyoman@google.com,8766969199,2005-01-15,samsung,beauty,Free,18.0,0
SMA N 28 Jakarta,02:48,Cakrabirawa,Cakrabirawa@google.com,8790767404,1984-07-17,apple,games,Goes to School,38.0,3
Tang City Mall,10:39,Hani,Hani@google.com,8845280070,1985-08-06,apple,entertainment,Free,37.0,11
Grand Metropolitan Mall,08:56,Lukita,Lukita@google.com,8322478939,1996-01-28,xiaomi,science,Free,27.0,9
Tang City Mall,02:40,Halima,Halima@google.com,8173644394,1964-06-14,apple,art,Free,59.0,3
Tang City Mall,12:04,Olivia,Olivia@google.com,8960306200,1973-08-16,oppo,cooking,Free,49.0,12
SMA N 27 Jakarta,13:39,Gamblang,Gamblang@google.com,8625610306,1982-06-19,xiaomi,beauty,Goes to School,41.0,14
Coffee Toffee,13:30,Rahmat,Rahmat@google.com,8640416872,2001-08-15,oppo,cooking,Social,21.0,14
SMA N 28 Jakarta,10:19,Prayitna,Prayitna@google.com,8921091196,1969-08-12,samsung,science,Goes to School,53.0,10
SMA N 47 Jakarta,20:57,Rahmi,Rahmi@google.com,8809905104,1988-01-19,apple,science,Goes to School,35.0,21
SMA N 27 Jakarta,04:05,Wardaya,Wardaya@google.com,8320929611,1975-12-11,apple,tech,Goes to School,47.0,4
Grand Metropolitan Mall,23:55,Wahyu,Wahyu@google.com,8883766406,2002-01-13,xiaomi,beauty,Free,21.0,0
SMA N 47 Jakarta,13:24,Jamalia,Jamalia@google.com,8482116229,1981-03-03,oppo,music,Goes to School,42.0,13
SMA N 28 Jakarta,08:32,Gadang,Gadang@google.com,8084803946,1983-02-18,xiaomi,entertainment,Goes to School,40.0,9
Tang City Mall,18:16,Mahesa,Mahesa@google.com,8655586998,1988-07-05,vivo,sport,Free,34.0,18
SMA N 28 Jakarta,07:27,Galar,Galar@google.com,8146410525,1991-09-08,xiaomi,cooking,Goes to School,31.0,7
SMA N 47 Jakarta,20:41,Balapati,Balapati@google.com,8671348027,1975-04-06,samsung,entertainment,Goes to School,48.0,21
Coffee Toffee,01:59,Nyana,Nyana@google.com,8306216211,1997-05-21,vivo,art,Social,26.0,2
Coffee Toffee,10:04,Zulaikha,Zulaikha@google.com,8936188993,1996-06-12,apple,beauty,Social,27.0,10
Tang City Mall,07:41,Rahayu,Rahayu@google.com,8898669771,1975-08-17,apple,sport,Free,47.0,8
Jogja City Mall,05:13,Candra,Candra@google.com,8201032433,1976-02-17,xiaomi,beauty,Free,47.0,5
SMA N 47 Jakarta,09:36,Pia,Pia@google.com,8560609464,1969-10-30,samsung,science,Goes to School,53.0,10
SMA N 28 Jakarta,23:20,Jumadi,Jumadi@google.com,8463185171,2004-01-06,oppo,tech,Goes to School,19.0,23
Jogja City Mall,14:59,Kamal,Kamal@google.com,8784419707,1980-10-03,vivo,cooking,Free,42.0,15
Coffee Toffee,18:10,Eman,Eman@google.com,8218870852,1971-04-22,xiaomi,tech,Social,52.0,18
Grand Metropolitan Mall,09:01,Balamantri,Balamantri@google.com,8482824295,1990-08-24,oppo,sport,Free,32.0,9
Coffee Toffee,00:49,Labuh,Labuh@google.com,8858063265,1974-03-12,oppo,games,Social,49.0,1
Coffee Toffee,18:47,Umay,Umay@google.com,8596667211,1962-04-27,vivo,music,Social,61.0,19
Tang City Mall,20:21,Cahya,Cahya@google.com,8574623365,1990-05-14,samsung,sport,Free,33.0,20
Grand Metropolitan Mall,21:34,Okto,Okto@google.com,8399638647,1979-03-27,apple,cooking,Free,44.0,22
Coffee Toffee,04:31,Bakidin,Bakidin@google.com,8743364072,1981-06-14,xiaomi,sport,Social,42.0,5
SMA N 27 Jakarta,04:00,Limar,Limar@google.com,8342533701,1972-07-17,xiaomi,entertainment,Goes to School,50.0,4
Stuja Coffee,11:47,Puspa,Puspa@google.com,8890396191,2007-08-16,xiaomi,tech,Social,15.0,12
Tang City Mall,04:43,Bakiono,Bakiono@google.com,8714316380,1962-06-02,xiaomi,science,Free,61.0,5
Jogja City Mall,11:54,Galur,Galur@google.com,8521545670,1989-12-20,vivo,cooking,Free,33.0,12
Grand Metropolitan Mall,03:21,Bakianto,Bakianto@google.com,8275315761,1999-07-08,oppo,entertainment,Free,23.0,3
Stuja Coffee,13:32,Cengkal,Cengkal@google.com,8099827260,2004-03-19,xiaomi,music,Social,19.0,14
Tang City Mall,20:29,Gina,Gina@google.com,8849751720,1976-06-15,vivo,art,Free,47.0,20
Foresthree Coffee,15:12,Nadia,Nadia@google.com,8064485664,1986-03-26,apple,science,Social,37.0,15
Tang City Mall,17:58,Eka,Eka@google.com,8831997500,1977-06-09,oppo,science,Free,46.0,18
Stuja Coffee,21:51,Michelle,Michelle@google.com,8294907081,1998-01-01,samsung,sport,Social,25.0,22
Grand Metropolitan Mall,02:28,Hesti,Hesti@google.com,8170683614,1981-03-27,vivo,entertainment,Free,42.0,2
Foresthree Coffee,00:27,Drajat,Drajat@google.com,8848004567,1992-03-22,apple,music,Social,31.0,0
SMA N 27 Jakarta,22:40,Radika,Radika@google.com,8186758553,1978-12-27,vivo,music,Goes to School,44.0,23
Grand Metropolitan Mall,23:16,Ophelia,Ophelia@google.com,8846116114,1983-06-20,xiaomi,cooking,Free,40.0,23
Stuja Coffee,23:37,Karma,Karma@google.com,8144928630,1964-10-25,vivo,beauty,Social,58.0,0
SMA N 47 Jakarta,10:19,Harjo,Harjo@google.com,8868245809,1999-11-04,xiaomi,tech,Goes to School,23.0,10
Jogja City Mall,12:09,Daliman,Daliman@google.com,8720621264,1968-06-24,samsung,music,Free,54.0,12
SMA N 27 Jakarta,00:04,Jasmin,Jasmin@google.com,8477523006,1995-07-24,xiaomi,games,Goes to School,27.0,0
SMA N 27 Jakarta,02:28,Rahayu,Rahayu@google.com,8736270578,1979-05-27,oppo,science,Goes to School,44.0,2
Coffee Toffee,19:03,Martana,Martana@google.com,8469052058,1980-05-18,oppo,art,Social,43.0,19
Grand Metropolitan Mall,18:42,Jasmani,Jasmani@google.com,8149139217,1990-12-30,samsung,music,Free,32.0,19
Jogja City Mall,21:40,Ihsan,Ihsan@google.com,8189180531,1974-07-24,vivo,beauty,Free,48.0,22
Grand Metropolitan Mall,03:41,Jamalia,Jamalia@google.com,8935375259,1983-12-06,xiaomi,music,Free,39.0,4
SMA N 28 Jakarta,06:00,Elvina,Elvina@google.com,8586503559,1962-07-22,xiaomi,art,Goes to School,60.0,6
Coffee Toffee,19:22,Prabawa,Prabawa@google.com,8948021028,1973-10-30,xiaomi,science,Social,49.0,19
SMA N 27 Jakarta,14:48,Cahyadi,Cahyadi@google.com,8821017337,1993-06-02,vivo,art,Goes to School,30.0,15
SMA N 28 Jakarta,06:06,Nadia,Nadia@google.com,8740205382,2001-11-02,oppo,games,Goes to School,21.0,6
SMA N 47 Jakarta,08:16,Umay,Umay@google.com,8510432529,1991-02-13,samsung,cooking,Goes to School,32.0,8
Jogja City Mall,03:07,Gandi,Gandi@google.com,8280032077,1995-10-15,samsung,art,Free,27.0,3
Coffee Toffee,20:29,Estiawan,Estiawan@google.com,8830220504,1994-01-27,xiaomi,tech,Social,29.0,20
SMA N 27 Jakarta,17:24,Estiono,Estiono@google.com,8153175400,1972-11-25,apple,games,Goes to School,50.0,17
Foresthree Coffee,11:58,Capa,Capa@google.com,8949792802,1972-09-10,apple,music,Social,50.0,12
Coffee Toffee,22:07,Olga,Olga@google.com,8911829076,1982-12-25,xiaomi,music,Social,40.0,22
Coffee Toffee,09:46,Arta,Arta@google.com,8076594634,2003-04-21,apple,beauty,Social,20.0,10
Tang City Mall,16:34,Gandewa,Gandewa@google.com,8381585591,1991-02-11,xiaomi,games,Free,32.0,17
Tang City Mall,04:51,Septi,Septi@google.com,8073825402,1963-05-08,xiaomi,science,Free,60.0,5
SMA N 27 Jakarta,19:18,Kairav,Kairav@google.com,8199075036,1989-10-05,samsung,beauty,Goes to School,33.0,19
Jogja City Mall,02:51,Cayadi,Cayadi@google.com,8893666540,1999-07-30,apple,cooking,Free,23.0,3
Jogja City Mall,09:30,Ega,Ega@google.com,8382284755,2006-09-14,xiaomi,sport,Free,16.0,10
Stuja Coffee,08:52,Pranata,Pranata@google.com,8459888545,1972-05-02,samsung,cooking,Social,51.0,9
Tang City Mall,21:13,Virman,Virman@google.com,8349975554,1983-05-12,vivo,beauty,Free,40.0,21
SMA N 27 Jakarta,06:44,Galuh,Galuh@google.com,8814566954,1983-10-27,xiaomi,beauty,Goes to School,39.0,7
Coffee Toffee,02:28,Lukita,Lukita@google.com,8715198091,1975-10-13,vivo,games,Social,47.0,2
Foresthree Coffee,06:02,Jinawi,Jinawi@google.com,8232834455,1982-04-26,samsung,sport,Social,41.0,6
Coffee Toffee,14:06,Cengkal,Cengkal@google.com,8845919195,1978-07-01,oppo,tech,Social,44.0,14
SMA N 27 Jakarta,21:48,Candra,Candra@google.com,8937364222,1972-01-03,vivo,art,Goes to School,51.0,22
